"ID","DEPARTURE_DATE","ARRIVAL_DATE","ROUTE_ID","AIRPLANE_ID","ARRIVAL_COST","DEPARTURE_COST","TOTAL_FUEL_COST"
1767,"","",906,1,67000,66534,1546981
1769,"23/04/2015","23/04/2015",876,7,41091,50385,1652341
1770,"","",1971,6,84362,63069,1006135
1771,"09/09/2017","09/09/2017",1750,6,66880,47129,1682939
1772,"15/08/2022","16/08/2022",810,6,77716,94162,1867793
1773,"","",1005,7,34890,33791,1765199
1774,"","",1721,5,98052,69622,1969942
1776,"","",1801,7,74265,42200,1788557
1777,"04/07/2020","04/07/2020",1304,4,47473,93436,1990247
1778,"25/01/2016","26/01/2016",100,6,88270,45687,1153129
1779,"","",446,5,56920,63968,1866083
1783,"03/07/2020","04/07/2020",2007,4,31321,31729,1082032
1784,"27/05/2019","28/05/2019",1821,5,67087,67880,1776456
1785,"","",449,6,55819,81444,1618637
1786,"06/02/2017","06/02/2017",1124,3,63301,44116,1349765
1787,"","",1808,2,97606,88434,1627152
1788,"15/11/2017","16/11/2017",1310,4,79961,72800,1555735
1789,"08/09/2020","09/09/2020",1169,7,69434,72236,1654263
1790,"18/12/2018","19/12/2018",377,6,53002,96953,1042206
1791,"08/03/2018","08/03/2018",2075,4,77609,71646,1932977
1792,"30/03/2018","31/03/2018",934,5,37378,51237,1366668
1793,"15/09/2017","16/09/2017",1443,1,68703,89671,1905509
1794,"15/06/2019","16/06/2019",1803,4,65435,48085,1249501
1795,"07/09/2020","08/09/2020",1574,6,35779,37091,1854112
1796,"27/01/2015","28/01/2015",1952,3,43206,89717,1924210
1798,"","",1163,6,78200,50658,1834247
1799,"05/03/2018","05/03/2018",268,1,89225,85741,1523538
1800,"","",1682,6,36470,67889,1041629
1801,"","",1262,6,86670,61559,1061543
1804,"14/07/2017","14/07/2017",1910,3,47056,57356,1906807
1805,"26/12/2015","26/12/2015",156,3,70210,61831,1454847
1806,"14/03/2015","15/03/2015",66,3,40514,32181,1758906
1807,"19/03/2018","20/03/2018",1943,2,96341,38696,1269806
1808,"15/09/2017","15/09/2017",1032,6,35671,53062,1077381
1810,"","",927,7,59358,99576,1357771
1811,"","",1662,3,38023,49553,1062398
1812,"07/11/2021","08/11/2021",424,1,42872,75149,1505801
1814,"07/09/2017","08/09/2017",466,2,61415,68350,1417392
1815,"","",581,1,90922,55240,1673690
1816,"04/02/2020","04/02/2020",1213,4,77624,55406,1777307
1817,"","",1985,4,71178,69886,1219143
1819,"","",1893,2,65626,51760,1751524
1820,"06/05/2022","07/05/2022",75,6,55410,62202,1026264
1823,"","",391,7,68371,93993,1122716
1824,"","",787,6,33586,97567,1389452
1825,"12/06/2022","13/06/2022",845,7,90199,56699,1457477
1826,"08/08/2017","09/08/2017",1775,6,66811,71186,1536234
1827,"21/01/2019","22/01/2019",2050,3,86298,99471,1799711
1828,"","",298,2,55050,35168,1540032
1829,"06/02/2016","07/02/2016",169,6,40767,90254,1995790
1830,"","",1263,1,45885,75842,1710964
1831,"13/03/2021","13/03/2021",746,7,64617,83669,1294094
1832,"21/03/2018","22/03/2018",325,2,31722,33718,1189444
1833,"07/11/2021","08/11/2021",228,7,68210,37013,1964984
1834,"05/06/2019","06/06/2019",1185,6,85961,71883,1952114
1835,"","",1271,3,50089,88154,1332994
1836,"05/06/2018","06/06/2018",507,3,97921,85274,1344829
1837,"21/09/2016","22/09/2016",1870,2,56352,76687,1135603
1839,"","",40,1,54799,41399,1549546
1840,"03/09/2022","04/09/2022",1790,4,97406,78828,1527372
1843,"02/05/2016","03/05/2016",109,3,76632,56699,1101958
1844,"18/10/2015","19/10/2015",1484,4,57234,35779,1493617
1846,"","",1536,7,41767,94228,1669065
1847,"","",139,1,62410,48217,1586611
1848,"","",990,6,60088,94521,1281212
1849,"20/11/2019","21/11/2019",1611,2,31129,53763,1028794
1851,"","",1688,3,38264,43318,1547577
1853,"04/10/2022","05/10/2022",1553,1,87339,51624,1490375
1854,"24/08/2022","24/08/2022",258,7,97615,94438,1806177
1855,"17/06/2019","18/06/2019",1733,4,72680,58798,1481249
1856,"16/02/2015","16/02/2015",359,6,82964,95396,1064352
1858,"22/03/2016","23/03/2016",1554,4,81296,90537,1386966
1859,"02/06/2022","02/06/2022",1327,4,67157,54786,1638694
1860,"","",672,2,75221,70924,1795777
1861,"30/01/2015","31/01/2015",352,6,36910,67361,1740313
1862,"26/01/2019","26/01/2019",1576,6,65302,92563,1240817
1863,"10/08/2015","11/08/2015",1027,2,82006,49405,1997770
1864,"23/10/2017","23/10/2017",361,6,55381,40447,1584611
1865,"15/08/2020","16/08/2020",694,1,51207,37347,1577344
1867,"","",53,5,50492,41467,1086666
1868,"18/12/2021","19/12/2021",1321,7,68822,92903,1879624
1869,"03/05/2015","03/05/2015",1176,5,53199,90135,1714797
1870,"23/04/2021","24/04/2021",1271,6,40770,68954,1177464
1871,"","",271,6,75248,39052,1272267
1872,"27/04/2018","27/04/2018",941,5,63423,38530,1643881
1874,"19/09/2022","20/09/2022",1019,4,66099,96613,1679549
1878,"05/12/2022","06/12/2022",654,1,37900,90619,1584019
1879,"04/11/2017","05/11/2017",1993,5,47708,48418,1894974
1880,"30/05/2022","30/05/2022",804,7,32175,98658,1209953
1881,"","",1874,6,94900,34574,1134608
1883,"06/04/2022","07/04/2022",779,6,31330,59575,1665066
1884,"06/09/2015","07/09/2015",1173,5,30262,97060,1979784
1886,"27/06/2019","28/06/2019",1118,6,95397,81336,1827727
1887,"24/02/2021","24/02/2021",446,3,52745,48573,1356257
1888,"","",1752,5,93735,90085,1795840
1889,"","",1842,3,87252,33105,1973108
1892,"31/03/2022","31/03/2022",225,3,47987,75098,1022000
1893,"10/06/2020","10/06/2020",168,7,44055,88025,1779475
1895,"","",992,7,83777,34360,1825365
1896,"","",1153,2,49701,88180,1803837
1897,"19/05/2019","20/05/2019",2057,4,82255,31782,1547935
1898,"18/11/2015","18/11/2015",977,6,96424,84586,1940995
1899,"","",129,2,40180,38483,1050806
1901,"","",877,5,44585,46396,1078446
1902,"01/08/2017","02/08/2017",63,2,47118,85300,1866291
1903,"05/04/2022","06/04/2022",1143,2,64240,83800,1831656
1905,"","",1316,4,46810,32374,1543710
1906,"","",1003,6,37565,34798,1991214
1907,"","",1944,7,54628,76630,1903654
1908,"07/05/2017","07/05/2017",360,2,68537,86991,1039087
1909,"05/09/2019","05/09/2019",1225,1,91150,45294,1978736
1910,"10/12/2016","10/12/2016",1151,4,80276,61275,1010445
1911,"05/05/2022","05/05/2022",1084,1,45422,78976,1357003
1912,"03/01/2017","04/01/2017",1194,3,44783,38659,1034577
1913,"30/10/2022","31/10/2022",1426,7,31295,43781,1696040
1914,"31/03/2021","01/04/2021",1093,5,35198,79800,1090581
1915,"","",1643,7,54231,57188,1364350
1918,"24/02/2020","25/02/2020",497,4,73428,68335,1104831
1920,"11/07/2021","12/07/2021",30,5,69254,69725,1960968
1923,"18/08/2020","19/08/2020",1107,7,63233,87979,1009681
1924,"","",1589,7,82117,33937,1554759
1925,"09/05/2017","10/05/2017",516,4,78004,60686,1376807
1926,"","",1561,1,48493,57085,1502383
1927,"02/08/2022","02/08/2022",324,5,71576,61524,1862034
1928,"17/02/2015","18/02/2015",1294,7,69327,66818,1236637
1929,"08/09/2015","09/09/2015",1036,7,48127,63542,1720196
1930,"27/02/2021","28/02/2021",1873,6,74970,72025,1161192
1932,"","",1683,3,43497,96367,1333969
1933,"15/06/2022","16/06/2022",1551,3,54744,88879,1384573
1936,"18/02/2022","19/02/2022",1218,1,99816,66498,1604609
1938,"","",555,4,77516,36096,1032394
1939,"","",999,2,94745,92032,1198588
1940,"15/11/2021","16/11/2021",712,4,89158,34684,1610447
1941,"","",1879,4,44093,85615,1343584
1943,"12/11/2020","13/11/2020",1220,7,74931,92936,1374074
1944,"01/06/2015","02/06/2015",1811,2,51089,58775,1196181
1945,"11/07/2019","12/07/2019",300,1,87760,84662,1306580
1947,"30/04/2016","30/04/2016",1432,3,51614,81116,1184697
1948,"29/05/2021","30/05/2021",1603,6,72926,43648,1716557
1949,"28/06/2015","28/06/2015",1299,5,46951,60801,1428669
1951,"","",24,7,87070,95296,1526644
1952,"25/03/2022","26/03/2022",1967,6,42399,72150,1717823
1953,"30/11/2021","30/11/2021",914,4,74915,69479,1006547
1954,"","",1771,6,39761,53323,1406884
1957,"11/06/2021","12/06/2021",1057,6,42413,53240,1423045
1958,"11/07/2018","11/07/2018",865,3,33289,33386,1183495
1961,"28/04/2017","28/04/2017",489,3,41133,40308,1602430
1962,"27/05/2021","28/05/2021",1503,7,52022,33648,1139732
1963,"","",1073,6,46801,30924,1864284
1964,"","",1441,3,36766,85231,1298470
1965,"12/05/2019","12/05/2019",1372,3,77911,30743,1905119
1966,"19/12/2017","20/12/2017",1690,4,71155,93876,1752551
1967,"12/10/2018","13/10/2018",70,6,49884,81860,1368060
1968,"07/01/2015","07/01/2015",610,4,95961,76891,1231668
1969,"02/01/2021","02/01/2021",186,6,32218,40574,1336675
1970,"","",149,3,67753,77138,1931400
1971,"26/05/2016","27/05/2016",1224,5,61991,63223,1589052
1972,"21/10/2017","21/10/2017",529,2,35104,37227,1071908
1973,"19/02/2020","20/02/2020",235,5,73672,82643,1473276
1974,"28/08/2019","29/08/2019",1459,2,65257,58194,1292113
1975,"11/10/2016","11/10/2016",2,3,30239,80191,1892547
1976,"06/08/2015","06/08/2015",1059,2,92844,69054,1008187
1977,"09/12/2018","10/12/2018",2054,1,42998,59444,1823494
1978,"","",1445,2,41391,89718,1102468
1979,"24/10/2017","25/10/2017",1794,4,39585,66424,1230528
1980,"14/04/2019","14/04/2019",1310,7,69371,96940,1724787
1982,"","",1556,7,43335,61063,1186960
1983,"","",2077,7,48148,30585,1702134
1984,"","",346,5,81913,40676,1627184
1985,"07/12/2019","07/12/2019",1368,3,73218,62874,1280344
1987,"","",238,4,50283,62328,1537915
1989,"","",264,7,90140,85943,1052102
1990,"","",926,2,36841,68665,1739482
1992,"","",1642,6,75227,57062,1692473
1993,"22/02/2017","22/02/2017",1126,3,57021,50398,1000082
1994,"","",87,1,60711,77364,1580172
1996,"21/09/2018","21/09/2018",1636,3,49285,32366,1501335
1997,"","",1770,5,47474,93680,1651132
1998,"04/08/2021","05/08/2021",149,1,40913,74739,1920644
1999,"06/02/2018","06/02/2018",771,4,84836,59990,1089249
2000,"","",672,2,67590,79281,1451585
2001,"","",168,7,69666,39731,1367144
2002,"","",643,3,93865,68340,1790163
2004,"","",786,4,73018,50346,1474180
2005,"08/08/2022","08/08/2022",1193,6,56496,39876,1687148
2006,"09/08/2021","09/08/2021",686,5,70834,60224,1164103
2008,"21/04/2018","21/04/2018",1961,7,42309,45880,1979982
2009,"16/03/2016","17/03/2016",758,2,62813,84232,1246718
2010,"18/04/2017","19/04/2017",1968,5,92784,56864,1500603
2011,"27/10/2019","27/10/2019",1232,1,46100,93766,1704323
2012,"20/12/2015","20/12/2015",1179,2,35182,38763,1741860
2013,"10/07/2021","11/07/2021",1735,6,94556,30771,1308667
2015,"21/12/2019","22/12/2019",101,4,94997,88632,1005546
2016,"27/11/2018","27/11/2018",1306,5,34326,87139,1657689
2017,"02/04/2018","02/04/2018",625,1,65946,65768,1605246
2018,"07/10/2017","08/10/2017",341,6,67789,55379,1243089
2019,"","",838,4,31820,39957,1801729
2020,"","",404,5,86195,94495,1688758
2021,"26/03/2021","27/03/2021",962,2,65293,32563,1791890
2023,"","",1000,1,70555,48732,1130492
2026,"11/10/2018","12/10/2018",281,3,38268,81831,1313981
2027,"","",867,7,92270,84814,1730651
2028,"12/03/2022","13/03/2022",129,2,74238,36432,1801995
2029,"28/06/2021","29/06/2021",1906,1,68417,68533,1746491
2030,"24/07/2017","25/07/2017",1004,7,35837,91878,1870412
2031,"25/07/2015","25/07/2015",46,7,33339,59391,1836092
2032,"04/08/2017","05/08/2017",2077,7,48349,65227,1146501
2033,"12/01/2019","12/01/2019",1837,1,55201,35896,1353930
2034,"20/01/2015","21/01/2015",265,1,68087,88751,1794338
2035,"","",2065,3,40253,55259,1172436
2037,"27/01/2021","28/01/2021",113,6,67881,99159,1291652
2038,"29/04/2016","30/04/2016",314,6,49476,60765,1100215
2039,"","",1102,3,86630,34065,1597767
2040,"24/12/2021","25/12/2021",2048,7,79373,99766,1928470
2041,"22/08/2018","23/08/2018",1590,1,88119,96819,1966695
2042,"","",1954,7,53611,74942,1103079
2043,"14/10/2021","14/10/2021",1139,5,43397,93317,1216767
2045,"25/09/2022","25/09/2022",1239,2,89164,60574,1684358
2046,"23/06/2016","24/06/2016",1338,6,41651,46331,1145547
2047,"09/07/2019","10/07/2019",1725,5,63418,91702,1340224
2048,"08/08/2016","09/08/2016",1926,3,63424,99436,1096464
2049,"28/04/2017","28/04/2017",147,4,53065,77880,1363222
2050,"23/07/2016","24/07/2016",1553,6,36290,72435,1853995
2051,"10/02/2015","10/02/2015",1897,7,54689,68810,1315025
2052,"09/02/2022","10/02/2022",1147,5,66851,32593,1140167
2053,"08/09/2019","09/09/2019",1516,5,54175,54582,1011664
2054,"24/03/2015","25/03/2015",1453,4,56765,35413,1239606
2055,"25/03/2020","25/03/2020",587,7,63641,42107,1762533
2056,"02/02/2019","02/02/2019",2063,5,54187,54746,1691186
2057,"28/09/2019","28/09/2019",1415,4,48997,82654,1677785
2058,"06/05/2016","07/05/2016",1928,5,85505,81245,1591552
2060,"","",765,2,68850,94935,1515363
2062,"25/05/2015","26/05/2015",489,3,90052,59107,1773898
2063,"02/04/2022","02/04/2022",1037,2,91358,91928,1965466
2064,"14/12/2019","15/12/2019",839,3,40926,96427,1129342
2066,"04/12/2016","05/12/2016",2047,6,52697,67277,1728061
2067,"06/05/2015","06/05/2015",227,5,85165,89590,1720395
2068,"07/06/2019","07/06/2019",2018,5,64760,88796,1582163
2069,"","",669,1,76010,39676,1468039
2070,"31/01/2019","01/02/2019",1071,6,34342,87447,1921122
2071,"03/07/2022","04/07/2022",152,7,58048,63941,1667753
2072,"22/11/2021","23/11/2021",1363,7,96713,72132,1239748
2073,"11/07/2017","11/07/2017",691,7,39222,48477,1851608
2074,"10/10/2020","10/10/2020",580,1,42083,83872,1366250
2075,"24/02/2021","24/02/2021",1225,4,81471,65126,1095195
2076,"","",466,2,98950,31083,1329133
2078,"28/07/2018","28/07/2018",764,6,65384,32051,1041317
2079,"16/06/2018","17/06/2018",815,6,44638,92215,1320552
2080,"21/12/2018","22/12/2018",178,7,50628,43432,1615218
2081,"13/01/2021","14/01/2021",1120,4,68759,96405,1375621
2083,"03/03/2016","04/03/2016",39,5,86919,95674,1566152
2084,"23/09/2016","24/09/2016",2033,5,94851,30223,1681995
2085,"11/02/2015","12/02/2015",1429,3,55135,46694,1426720
2086,"","",1708,5,97454,80507,1524816
2088,"","",1917,6,82037,57912,1929421
2089,"22/06/2020","23/06/2020",452,6,54458,33435,1938961
2090,"24/07/2019","25/07/2019",387,7,38017,59299,1402875
2091,"26/08/2019","27/08/2019",154,5,55651,41537,1820179
2092,"","",1780,6,47254,70193,1289650
2093,"21/12/2021","21/12/2021",1472,5,81402,96875,1705818
2094,"","",171,4,75139,35171,1683326
2095,"25/06/2019","26/06/2019",1409,5,80556,58906,1788884
2096,"","",774,3,50038,34325,1924952
2097,"28/11/2017","29/11/2017",1825,1,72366,99045,1595707
2098,"","",1111,1,76377,84252,1085943
2099,"","",1329,3,47619,39712,1474352
2100,"","",1379,4,94592,43940,1618192
2101,"07/03/2022","08/03/2022",1375,4,60089,89294,1256753
2103,"04/04/2015","05/04/2015",999,4,40070,30333,1337247
2104,"","",878,1,75743,40275,1945833
2105,"09/08/2019","09/08/2019",1473,4,47560,60633,1554386
2106,"","",191,6,44958,94866,1004513
2107,"","",1866,4,93729,84270,1230069
2108,"03/04/2017","04/04/2017",1156,5,58532,93497,1015054
2109,"17/09/2019","18/09/2019",1175,2,64620,44630,1011585
2110,"24/04/2019","25/04/2019",1874,3,42687,87946,1940748
2111,"","",794,5,51320,66880,1106166
2112,"19/12/2017","20/12/2017",488,5,97553,52868,1242510
2113,"","",959,7,88531,72515,1389044
2114,"06/05/2016","06/05/2016",416,3,91455,32175,1573083
2116,"","",1934,5,41017,65515,1035916
2118,"16/01/2021","16/01/2021",410,4,53347,58078,1207229
2119,"23/04/2018","24/04/2018",1942,5,85361,34462,1988026
2121,"05/12/2015","05/12/2015",1922,7,60813,30942,1900348
2124,"08/10/2015","09/10/2015",1710,7,48499,97224,1007545
2125,"08/03/2019","08/03/2019",1014,7,92894,42521,1106553
2127,"","",544,1,76650,36925,1856255
2128,"31/01/2018","31/01/2018",994,6,30161,43536,1809828
2129,"29/08/2015","29/08/2015",1747,7,35889,52326,1948202
2130,"","",959,7,55498,50331,1038258
2131,"08/07/2022","09/07/2022",1187,6,43759,54800,1051485
2133,"15/01/2016","15/01/2016",973,2,65504,97808,1016990
2134,"11/08/2019","11/08/2019",924,2,72570,53490,1035420
2136,"","",1391,2,92290,97964,1384855
2137,"07/02/2017","08/02/2017",876,1,91069,90294,1966758
2138,"04/11/2015","04/11/2015",266,1,98569,35782,1816340
2140,"12/07/2021","12/07/2021",386,3,91444,46954,1103078
2141,"","",1707,4,33051,61054,1623579
2142,"","",277,4,59582,93222,1774504
2143,"","",1655,3,42943,99441,1964717
2144,"","",45,1,96158,58403,1129534
2147,"22/05/2019","23/05/2019",1875,1,49111,45951,1987548
2148,"07/07/2022","08/07/2022",299,3,42238,67451,1777661
2149,"15/04/2016","15/04/2016",1518,2,65849,64698,1015571
2150,"17/07/2020","18/07/2020",1764,6,99033,93211,1776498
2154,"19/08/2019","20/08/2019",1388,2,86730,90207,1853385
2155,"13/06/2019","14/06/2019",1588,5,69243,63705,1006070
2156,"08/02/2019","09/02/2019",1124,2,67042,98911,1405922
2157,"23/11/2016","23/11/2016",1228,5,84704,48326,1391214
2158,"10/03/2017","11/03/2017",511,3,47793,64766,1407435
2160,"05/12/2019","06/12/2019",2081,7,41228,47897,1110307
2161,"","",1090,2,30020,87520,1914290
2163,"16/10/2020","17/10/2020",1633,2,66772,85892,1426072
2164,"20/07/2022","20/07/2022",3,5,87965,74596,1143896
2165,"28/09/2016","28/09/2016",768,6,68124,32970,1810281
2167,"","",214,1,86934,73063,1165472
2169,"22/12/2017","23/12/2017",221,5,53558,64901,1573961
2170,"15/02/2019","15/02/2019",735,5,84519,50070,1923202
2171,"","",88,3,48675,74869,1363459
2172,"22/03/2021","22/03/2021",1107,4,75585,56815,1376839
2173,"12/04/2016","13/04/2016",1926,6,39053,99207,1575577
2174,"22/03/2021","23/03/2021",806,4,65247,96908,1501175
2175,"15/04/2018","16/04/2018",200,4,35869,89636,1479528
2176,"03/12/2017","04/12/2017",1222,5,56687,62113,1016407
2177,"01/01/2017","01/01/2017",458,1,55837,31146,1601482
2178,"29/05/2022","29/05/2022",1143,3,84437,86455,1069728
2179,"10/11/2016","10/11/2016",2041,4,56104,67282,1428445
2180,"19/09/2015","19/09/2015",923,6,88784,87711,1075945
2181,"03/07/2022","03/07/2022",768,7,45631,71393,1430644
2182,"11/01/2015","12/01/2015",25,6,63555,71389,1373154
2183,"21/04/2018","22/04/2018",617,3,53560,97371,1924042
2184,"27/03/2017","28/03/2017",597,7,79101,82192,1038219
2185,"","",1029,1,99547,99189,1382415
2186,"05/01/2019","05/01/2019",838,2,45855,72306,1315416
2187,"08/03/2017","08/03/2017",759,3,85993,67124,1107057
2188,"10/01/2019","11/01/2019",74,7,71524,92744,1715681
2190,"23/01/2021","24/01/2021",1514,5,77474,50715,1078596
2192,"20/07/2021","20/07/2021",1506,1,69319,90216,1882637
2193,"18/04/2018","19/04/2018",1826,6,36892,34112,1152538
2194,"01/05/2016","02/05/2016",390,4,89911,73470,1514110
2196,"14/01/2017","14/01/2017",654,3,78104,99048,1934828
2197,"05/08/2017","06/08/2017",230,2,46315,52818,1412949
2198,"28/06/2021","29/06/2021",1164,1,89752,76194,1312990
2199,"03/08/2021","03/08/2021",655,1,55838,43264,1270748
2200,"11/08/2021","11/08/2021",1679,5,76466,57896,1301202
2201,"22/05/2021","22/05/2021",201,3,41453,44756,1050866
2202,"","",1338,6,47363,83345,1487349
2203,"28/10/2015","29/10/2015",1584,3,63680,48325,1935521
2204,"22/06/2016","22/06/2016",917,7,68110,67776,1932406
2205,"","",1926,5,39562,35901,1898493
2208,"04/09/2017","04/09/2017",1176,1,46414,52831,1937115
2209,"20/04/2018","20/04/2018",1658,7,65695,73173,1564664
2210,"","",1953,6,97576,43078,1071365
2211,"28/05/2019","29/05/2019",1750,5,51048,74774,1254872
2212,"07/10/2022","07/10/2022",957,5,59106,37039,1113227
2213,"08/08/2022","08/08/2022",1920,5,81339,48790,1291242
2214,"17/01/2016","18/01/2016",475,7,97554,62693,1962580
2216,"04/08/2016","05/08/2016",670,5,66099,43550,1354855
2217,"04/09/2019","05/09/2019",282,3,57084,92303,1090837
2218,"05/07/2016","05/07/2016",78,6,67264,51327,1575910
2219,"17/04/2015","17/04/2015",2013,6,45577,63365,1867962
2220,"11/04/2020","12/04/2020",732,1,53564,92948,1057013
2222,"16/01/2020","16/01/2020",1990,5,73550,53763,1063237
2223,"11/01/2018","12/01/2018",974,2,88736,77861,1094560
2224,"06/03/2016","06/03/2016",151,3,74808,77580,1546669
2225,"29/12/2019","29/12/2019",884,4,48573,69490,1038768
2226,"15/07/2021","16/07/2021",215,3,83204,36842,1126181
2227,"25/08/2021","25/08/2021",1189,6,37774,81596,1409282
2228,"15/07/2016","15/07/2016",1405,3,95656,80557,1506922
2230,"","",625,3,54774,84231,1795321
2233,"15/08/2021","16/08/2021",444,5,83179,86203,1406314
2234,"","",1298,4,47440,83192,1006992
2235,"23/04/2020","23/04/2020",359,1,53589,76008,1224635
2236,"","",1496,6,35075,64466,1297304
2237,"15/06/2015","16/06/2015",876,3,39581,50970,1084619
2238,"","",358,6,71250,70094,1724968
2240,"18/01/2022","18/01/2022",1643,2,70856,90116,1517932
2241,"","",1268,7,93003,94677,1501936
2244,"08/05/2020","09/05/2020",1118,4,64328,91506,1567675
2245,"","",162,4,52833,67329,1328787
2246,"23/08/2017","23/08/2017",1175,5,41125,98665,1288394
2247,"02/03/2019","03/03/2019",1051,6,41550,88738,1686883
2248,"28/10/2022","28/10/2022",1579,7,68007,34892,1528682
2250,"21/02/2021","22/02/2021",2087,7,64877,52918,1340027
2251,"23/04/2021","24/04/2021",1384,3,39711,40241,1410376
2252,"","",1675,4,83967,81170,1742522
2253,"17/01/2017","18/01/2017",1586,5,70416,90471,1586240
2254,"10/09/2021","11/09/2021",906,1,32486,85208,1226397
2256,"20/10/2017","21/10/2017",485,1,66976,84625,1053007
2257,"22/08/2020","23/08/2020",607,1,42271,56822,1239163
2258,"22/11/2016","22/11/2016",1944,3,82919,84994,1929718
2259,"21/08/2018","22/08/2018",519,1,63574,95391,1433254
2260,"20/04/2015","20/04/2015",193,7,77009,74876,1156277
2261,"30/08/2020","30/08/2020",638,6,36602,64121,1583793
2262,"","",336,7,77522,45505,1416363
2263,"","",907,2,51558,38391,1866165
2264,"12/04/2018","13/04/2018",1236,3,90807,74932,1299528
2265,"09/08/2022","09/08/2022",141,2,94793,39771,1317639
2266,"19/03/2020","19/03/2020",1572,7,79950,42850,1307909
2267,"18/01/2015","18/01/2015",1728,6,55642,41771,1987821
2268,"19/07/2021","20/07/2021",1723,2,75450,44307,1655217
2269,"21/08/2015","22/08/2015",359,6,68549,36541,1728070
2270,"20/09/2018","20/09/2018",649,2,73701,84528,1449538
2271,"30/06/2017","30/06/2017",904,3,61401,55997,1969128
2272,"27/06/2022","27/06/2022",323,3,46127,62631,1761222
2273,"17/04/2016","17/04/2016",1536,2,62436,42515,1265804
2274,"20/05/2018","20/05/2018",1928,1,58335,33881,1621762
2276,"","",2037,5,52214,85454,1093245
2277,"10/06/2017","11/06/2017",2035,4,34753,51052,1202288
2278,"","",1980,7,69751,65545,1383236
2279,"19/08/2020","20/08/2020",1874,4,94170,64700,1794083
2280,"23/10/2022","23/10/2022",2104,3,52255,33986,1090540
2283,"26/09/2020","26/09/2020",270,1,86839,56425,1396837
2286,"","",2035,1,45026,60990,1098869
2288,"08/02/2016","09/02/2016",1881,7,36698,56213,1921470
2290,"25/04/2022","25/04/2022",1197,2,71348,36383,1814196
2291,"","",1394,5,93459,62533,1358270
2292,"23/02/2016","23/02/2016",1513,6,40831,80258,1892781
2293,"06/08/2020","06/08/2020",354,1,86378,58691,1262952
2294,"30/05/2021","31/05/2021",1380,4,73109,82704,1169928
2295,"","",1444,2,65953,53582,1173751
2296,"25/06/2020","25/06/2020",1845,1,86927,58875,1251090
2297,"11/10/2017","11/10/2017",16,7,82014,50387,1979223
2298,"08/09/2016","09/09/2016",1712,2,98799,61612,1587508
2299,"","",31,3,67993,46984,1106068
2300,"31/10/2021","01/11/2021",136,7,87636,84932,1393073
2301,"09/01/2018","09/01/2018",1902,3,63203,87312,1286470
2303,"","",30,2,50102,79298,1507540
2304,"16/06/2016","17/06/2016",1311,2,77438,33327,1093978
2306,"","",1847,6,87007,42652,1571366
2308,"02/12/2022","03/12/2022",1209,4,40266,70910,1633614
2309,"25/08/2018","26/08/2018",2082,5,86507,49916,1625740
2310,"17/02/2020","17/02/2020",1706,1,52691,62016,1020898
2311,"18/10/2017","19/10/2017",211,3,77451,47187,1847718
2313,"27/09/2022","28/09/2022",1561,7,93099,56504,1384376
2314,"09/08/2017","09/08/2017",912,7,42012,67047,1960503
2315,"01/03/2015","02/03/2015",421,1,48797,58965,1812685
2316,"","",75,2,97669,46684,1039735
2317,"05/11/2020","06/11/2020",441,7,48409,98225,1893355
2318,"","",1451,1,74105,69078,1127073
2319,"07/03/2017","07/03/2017",1206,3,37019,46562,1693938
2322,"","",64,5,38724,47365,1215977
2323,"20/02/2022","21/02/2022",344,3,78397,76807,1462480
2324,"24/05/2016","25/05/2016",263,2,94876,59651,1079354
2325,"02/01/2021","03/01/2021",959,3,91713,68917,1398523
2326,"31/10/2016","01/11/2016",1455,7,32803,42194,1996399
2327,"12/11/2020","13/11/2020",952,6,50398,80047,1852586
2330,"16/01/2016","17/01/2016",1972,3,66001,88960,1110229
2331,"30/07/2021","30/07/2021",1973,6,95532,87440,1358792
2332,"09/07/2018","09/07/2018",937,2,81434,93658,1954339
2333,"03/10/2015","04/10/2015",1841,1,77476,49475,1931425
2334,"","",617,4,82283,93176,1093000
2335,"","",854,5,56742,96659,1215846
2336,"17/01/2020","17/01/2020",1716,1,93708,86595,1049813
2337,"","",650,2,83233,66128,1999003
2338,"09/01/2019","10/01/2019",2020,2,35088,76855,1842036
2341,"","",700,5,45073,50437,1710278
2342,"26/03/2015","26/03/2015",1483,2,92528,36161,1996808
2345,"","",1337,2,47792,48904,1928433
2347,"29/04/2022","30/04/2022",149,7,42037,48297,1714162
2348,"","",246,3,85068,62017,1023144
2349,"09/09/2018","10/09/2018",1487,2,97091,36033,1949518
2352,"02/12/2021","02/12/2021",2099,6,62644,97701,1597126
2353,"29/08/2015","30/08/2015",1023,1,84977,56908,1077452
2354,"05/04/2017","06/04/2017",1429,5,33467,80555,1973926
2355,"","",1953,3,76388,73286,1715750
2356,"13/06/2018","13/06/2018",1259,3,84936,84843,1342178
2357,"","",2081,2,94953,87543,1381171
2358,"","",1827,3,39902,95899,1235632
2359,"14/09/2022","15/09/2022",361,6,53030,36175,1787911
2360,"29/12/2021","30/12/2021",1639,4,92122,42888,1099326
2362,"12/09/2015","13/09/2015",1626,7,75506,81529,1367322
2364,"25/09/2022","26/09/2022",1877,1,74745,92966,1638551
2366,"05/02/2017","06/02/2017",1413,7,78931,72114,1385096
2367,"28/09/2020","29/09/2020",611,4,73753,95488,1538501
2368,"24/12/2019","25/12/2019",1954,4,76993,40016,1441670
