ID,AIRLINE_ID,AIRPLANE_ID,CREW_ID,FLIGHT_NUMBER,PURCHASED_TICKETS,DEPARTURE_TIME,ARRIVAL_TIME,FLIGHT_LENGTH,PLACE_OF_DEPARTURE_ID,PLACE_OF_ARRIVAL_ID,DISTANCE,DELAY,STATUS
3047,581,7,17,976,419,"07/11/2017, 4:34","07/11/2017, 21:13",3,24,24,3176,31,waiting for departure
3048,408,2,74,672,465,"25/04/2020, 11:06","25/04/2020, 20:22",12,25,25,773,8,takeoff
3049,316,8,76,886,294,"16/10/2015, 13:06","17/10/2015, 6:02",15,25,25,359,54,waiting for departure
3050,750,7,100,284,303,"22/09/2016, 1:41","22/09/2016, 7:19",4,25,25,1073,42,delayed
3051,318,6,42,402,437,"20/05/2021, 10:50","21/05/2021, 3:30",23,23,23,4038,54,waiting for departure
3052,1650,6,67,471,478,"13/07/2022, 9:19","14/07/2022, 7:06",4,24,24,3875,30,waiting for departure
3053,87,4,11,141,207,"01/11/2021, 0:11","01/11/2021, 4:26",22,22,22,638,37,canceled
3054,1337,3,96,175,306,"16/11/2016, 17:34","17/11/2016, 16:25",13,22,22,731,49,canceled
3055,1819,3,91,817,161,"29/04/2022, 22:25","30/04/2022, 10:28",8,22,22,2551,26,waiting for departure
3056,227,4,12,678,175,"27/06/2021, 8:21","27/06/2021, 17:27",1,22,22,4911,21,delayed
3057,377,1,27,838,134,"01/10/2018, 14:08","01/10/2018, 17:23",14,24,24,2721,27,waiting for departure
3058,1775,3,99,558,212,"25/11/2018, 23:49","26/11/2018, 12:34",3,23,23,1966,8,takeoff
3059,797,6,62,638,393,"26/05/2022, 8:27","26/05/2022, 13:28",2,22,22,1436,47,delayed
3060,375,8,62,392,219,"26/04/2022, 11:19","27/04/2022, 11:03",16,24,24,3851,18,takeoff
3061,133,1,90,585,115,"04/04/2021, 5:07","05/04/2021, 4:52",10,25,25,3317,27,canceled
3062,832,8,21,573,309,"07/05/2022, 2:49","07/05/2022, 22:53",15,24,24,1468,13,waiting for departure
3063,2,8,95,112,367,"16/05/2019, 0:04","16/05/2019, 9:38",3,23,23,4420,21,canceled
3064,1356,4,39,218,196,"15/10/2016, 9:06","16/10/2016, 0:27",7,22,22,1872,20,canceled
3065,1529,3,46,407,378,"06/09/2020, 11:30","06/09/2020, 20:09",21,24,24,2028,30,delayed
3066,3,4,59,705,388,"21/05/2015, 11:21","22/05/2015, 2:27",17,24,24,3626,43,waiting for departure
3067,184,5,43,566,260,"13/04/2016, 8:13","13/04/2016, 18:09",17,25,25,4587,21,waiting for departure
3068,856,8,59,151,301,"06/10/2015, 2:19","06/10/2015, 20:06",2,23,23,986,21,takeoff
3069,765,8,27,606,219,"20/11/2016, 21:46","21/11/2016, 11:53",5,23,23,4820,6,waiting for departure
3070,1098,1,5,599,139,"23/02/2018, 18:18","24/02/2018, 15:53",22,25,25,4702,25,delayed
3071,427,8,74,484,477,"03/04/2019, 17:07","04/04/2019, 15:29",1,24,24,1077,28,canceled
3072,1220,1,62,797,210,"23/06/2022, 5:24","23/06/2022, 18:28",23,25,25,3500,29,arrived
3073,1057,4,98,245,123,"16/03/2015, 2:11","16/03/2015, 11:41",11,22,22,3936,37,delayed
3074,775,2,6,705,461,"13/12/2015, 16:12","14/12/2015, 2:49",17,23,23,4959,12,waiting for departure
3075,863,1,48,600,365,"27/11/2019, 20:31","28/11/2019, 14:31",7,22,22,3708,10,arrived
3076,1391,2,48,787,265,"29/09/2020, 5:17","30/09/2020, 4:27",17,23,23,4324,43,delayed
3077,1511,1,14,865,361,"13/05/2019, 21:03","14/05/2019, 12:04",14,24,24,3652,1,arrived
3078,1591,7,99,450,178,"09/06/2015, 23:07","10/06/2015, 8:14",15,22,22,1679,23,waiting for departure
3079,707,8,98,541,468,"08/12/2016, 19:56","09/12/2016, 12:02",15,23,23,2387,25,takeoff
3080,509,7,9,637,360,"21/09/2022, 8:39","22/09/2022, 2:09",6,22,22,579,29,waiting for departure
3081,1610,4,95,416,238,"23/01/2018, 17:24","24/01/2018, 4:35",14,25,25,4638,28,delayed
3082,1042,6,77,409,364,"29/01/2019, 6:12","29/01/2019, 11:55",20,25,25,3526,28,waiting for departure
3083,648,3,96,493,349,"16/08/2016, 15:16","17/08/2016, 13:26",17,23,23,3422,27,delayed
3084,1914,1,78,669,484,"15/09/2015, 14:41","16/09/2015, 10:26",21,22,22,1655,54,canceled
3085,618,4,79,389,496,"19/07/2022, 8:58","19/07/2022, 12:14",23,23,23,3595,57,arrived
3086,1101,5,81,331,476,"03/01/2018, 11:02","04/01/2018, 9:38",2,24,24,1571,36,waiting for departure
3087,629,2,15,365,259,"08/10/2017, 7:17","08/10/2017, 21:06",21,24,24,889,24,delayed
3088,108,5,10,661,285,"12/05/2022, 8:57","12/05/2022, 21:18",10,25,25,3690,26,takeoff
3089,402,3,94,754,350,"02/04/2018, 20:41","03/04/2018, 6:06",19,24,24,1162,21,canceled
3090,1923,7,87,233,102,"28/06/2016, 16:29","29/06/2016, 8:39",20,22,22,507,56,arrived
3091,845,6,48,286,282,"26/03/2017, 21:43","27/03/2017, 21:28",17,22,22,3993,44,waiting for departure
3092,374,8,39,972,278,"10/08/2022, 17:50","11/08/2022, 4:46",5,23,23,2111,15,canceled
3093,740,5,41,817,293,"02/04/2021, 2:49","02/04/2021, 12:41",1,24,24,2663,40,delayed
3094,1846,7,8,745,384,"09/01/2018, 18:49","10/01/2018, 10:47",4,25,25,4432,2,waiting for departure
3095,558,4,55,418,220,"12/09/2019, 20:01","13/09/2019, 10:32",13,23,23,3208,56,delayed
3096,1274,2,32,666,410,"24/11/2017, 22:14","25/11/2017, 11:53",8,22,22,1842,34,arrived
3097,120,8,78,122,442,"19/03/2015, 6:43","20/03/2015, 0:46",23,25,25,2812,37,canceled
3098,207,8,70,502,231,"02/01/2022, 10:55","02/01/2022, 17:55",17,22,22,4765,50,canceled
3099,1115,1,37,546,346,"05/09/2022, 5:40","05/09/2022, 20:21",13,25,25,4412,40,canceled
3100,735,3,1,981,149,"01/05/2019, 3:33","01/05/2019, 7:29",23,23,23,4897,8,delayed
3101,302,4,80,420,315,"11/10/2020, 12:19","11/10/2020, 17:07",17,24,24,4001,56,waiting for departure
3102,499,8,5,595,270,"07/09/2022, 23:26","08/09/2022, 4:09",7,24,24,4601,54,takeoff
3103,1229,8,84,790,307,"11/02/2019, 13:11","12/02/2019, 3:28",8,23,23,898,52,waiting for departure
3104,324,1,41,668,275,"22/07/2017, 9:35","22/07/2017, 20:47",9,24,24,4172,29,canceled
3105,695,2,29,992,487,"14/09/2021, 22:16","15/09/2021, 18:32",21,24,24,4694,50,delayed
3106,1995,4,76,962,225,"19/02/2018, 15:13","20/02/2018, 9:11",18,22,22,1547,59,canceled
3107,89,7,7,541,326,"03/10/2017, 18:18","04/10/2017, 15:08",19,23,23,4771,8,waiting for departure
3108,382,3,61,522,484,"07/08/2016, 2:19","08/08/2016, 0:39",6,25,25,494,50,waiting for departure
3109,534,5,6,728,216,"28/01/2022, 7:31","28/01/2022, 16:15",20,22,22,2034,42,takeoff
3110,293,7,77,598,433,"08/05/2022, 0:09","08/05/2022, 15:22",8,22,22,1778,13,takeoff
3111,1351,2,3,446,239,"12/10/2021, 7:58","12/10/2021, 10:01",8,24,24,4986,41,waiting for departure
3112,1851,1,78,452,323,"25/03/2016, 7:03","26/03/2016, 0:32",6,25,25,3036,44,delayed
3113,204,1,92,114,456,"07/08/2018, 11:27","07/08/2018, 14:59",23,23,23,2804,22,takeoff
3114,1925,8,5,665,188,"09/10/2020, 2:38","09/10/2020, 19:57",6,25,25,500,14,delayed
3115,920,6,59,328,473,"13/11/2016, 7:13","13/11/2016, 9:34",8,24,24,2271,40,canceled
3116,1708,2,81,963,221,"07/05/2021, 1:50","07/05/2021, 8:40",10,23,23,2153,25,delayed
3117,623,7,9,329,133,"14/09/2016, 11:48","15/09/2016, 5:19",17,24,24,4850,14,takeoff
3118,366,3,58,178,355,"22/05/2022, 16:24","22/05/2022, 20:44",3,24,24,4517,13,takeoff
3119,55,5,100,174,347,"01/05/2016, 0:39","01/05/2016, 5:05",18,23,23,1686,44,arrived
3120,1369,7,41,290,265,"25/04/2016, 22:34","26/04/2016, 9:21",11,23,23,2303,44,canceled
3121,132,7,9,658,212,"22/05/2020, 12:16","23/05/2020, 4:05",18,23,23,2509,48,canceled
3122,823,6,21,801,443,"27/03/2017, 2:44","27/03/2017, 12:59",12,24,24,4875,27,takeoff
3123,229,6,14,911,457,"18/01/2017, 5:48","18/01/2017, 19:07",11,24,24,1381,31,takeoff
3124,237,8,36,193,367,"27/02/2017, 2:27","27/02/2017, 22:09",5,25,25,377,30,delayed
3125,1450,1,94,449,421,"05/02/2015, 12:49","06/02/2015, 7:53",7,23,23,4303,1,arrived
3126,1956,6,35,932,418,"03/07/2017, 2:14","03/07/2017, 9:22",9,23,23,3475,37,arrived
3127,890,8,99,544,209,"20/10/2022, 12:56","21/10/2022, 7:38",15,23,23,1647,8,waiting for departure
3128,1404,3,33,301,221,"15/07/2015, 22:45","16/07/2015, 2:08",7,24,24,1135,47,waiting for departure
3129,1599,7,15,378,406,"06/07/2020, 17:07","06/07/2020, 20:36",12,25,25,2446,23,takeoff
3130,1870,1,50,573,220,"25/02/2020, 18:28","26/02/2020, 14:29",3,23,23,4347,4,waiting for departure
3131,1942,4,43,259,280,"01/09/2015, 4:49","01/09/2015, 15:00",10,25,25,805,25,arrived
3132,716,4,61,476,268,"23/12/2020, 14:04","24/12/2020, 1:42",9,23,23,4030,40,arrived
3133,1008,5,49,424,230,"13/05/2016, 8:25","13/05/2016, 19:08",11,25,25,4464,10,takeoff
3134,1249,1,52,451,460,"09/09/2018, 10:28","09/09/2018, 17:21",4,24,24,4379,50,takeoff
3135,411,7,16,176,281,"19/07/2015, 6:29","20/07/2015, 4:01",17,24,24,2861,1,delayed
3136,740,8,36,266,414,"30/03/2022, 16:31","31/03/2022, 14:46",14,22,22,1660,29,arrived
3137,1771,3,88,957,257,"09/07/2020, 19:27","10/07/2020, 7:03",17,24,24,1516,28,arrived
3138,689,5,60,640,147,"19/03/2018, 17:34","19/03/2018, 21:58",13,25,25,3332,32,takeoff
3139,727,8,12,725,330,"07/02/2021, 1:20","07/02/2021, 17:52",8,23,23,4021,10,takeoff
3140,1985,5,86,173,187,"05/10/2020, 2:26","05/10/2020, 12:32",12,24,24,1250,16,delayed
3141,1292,4,65,334,315,"12/02/2016, 14:22","12/02/2016, 19:53",11,23,23,3747,12,arrived
3142,720,4,44,117,256,"18/08/2022, 23:22","19/08/2022, 5:53",8,23,23,2157,34,delayed
3143,1953,7,43,394,199,"26/11/2018, 4:41","26/11/2018, 16:30",2,22,22,1021,31,delayed
3144,620,1,43,669,349,"12/10/2017, 12:23","13/10/2017, 1:42",8,23,23,4106,49,arrived
3145,1373,5,100,511,279,"30/09/2019, 7:29","30/09/2019, 22:17",2,25,25,1382,47,waiting for departure
3146,649,6,55,934,391,"17/07/2018, 11:57","17/07/2018, 21:51",11,22,22,2679,59,waiting for departure
3147,832,6,24,637,203,"07/05/2015, 9:10","07/05/2015, 22:23",2,25,25,3965,1,delayed
3148,527,2,29,228,490,"20/06/2021, 19:23","21/06/2021, 1:30",3,25,25,1028,4,takeoff
3149,896,3,98,547,291,"24/11/2019, 13:44","25/11/2019, 7:20",9,22,22,1950,36,takeoff
3150,582,8,85,562,353,"12/06/2015, 6:48","12/06/2015, 13:16",14,22,22,4358,33,waiting for departure
3151,1596,5,50,866,433,"16/05/2021, 17:31","17/05/2021, 11:11",8,25,25,1615,46,takeoff
3152,1996,3,48,281,235,"28/06/2018, 7:15","28/06/2018, 19:23",8,25,25,934,55,delayed
3153,1991,2,66,878,429,"24/07/2018, 8:28","24/07/2018, 11:58",11,23,23,4370,56,waiting for departure
3154,958,3,89,133,125,"04/09/2016, 16:41","05/09/2016, 10:40",2,23,23,4270,21,canceled
3155,1937,3,11,786,242,"31/01/2018, 11:38","01/02/2018, 6:28",18,24,24,676,26,arrived
3156,713,3,70,213,267,"31/12/2016, 0:24","31/12/2016, 12:24",11,25,25,2041,9,arrived
3157,1482,7,63,438,237,"25/11/2015, 22:44","26/11/2015, 10:54",10,25,25,3411,2,delayed
3158,1447,5,58,535,499,"05/09/2020, 3:44","05/09/2020, 8:35",6,23,23,2066,51,canceled
3159,581,5,28,829,268,"02/01/2020, 11:09","02/01/2020, 17:46",24,25,25,2715,13,arrived
3160,1138,6,88,952,145,"10/12/2018, 16:50","11/12/2018, 0:26",14,24,24,2663,60,takeoff
3161,1714,6,45,430,150,"06/04/2020, 16:12","07/04/2020, 10:43",16,24,24,3776,58,takeoff
3162,973,2,60,949,104,"02/02/2022, 20:42","03/02/2022, 19:50",9,24,24,2000,44,delayed
3163,908,3,60,305,391,"16/03/2019, 9:46","17/03/2019, 0:07",23,24,24,805,36,waiting for departure
3164,1610,4,23,788,239,"12/11/2015, 19:08","13/11/2015, 9:22",17,22,22,1220,20,delayed
3165,348,6,93,365,471,"22/05/2022, 20:58","23/05/2022, 11:11",23,22,22,2865,11,canceled
3166,1758,2,10,411,323,"10/01/2015, 7:23","11/01/2015, 3:16",20,22,22,3072,9,delayed
3167,912,5,42,235,399,"11/09/2018, 14:34","12/09/2018, 9:16",15,25,25,684,36,waiting for departure
3168,814,8,43,320,185,"22/05/2022, 1:28","22/05/2022, 12:18",17,24,24,2786,31,canceled
3169,39,8,91,876,450,"13/06/2021, 21:48","14/06/2021, 17:28",17,23,23,3721,35,arrived
3170,111,1,27,362,209,"16/01/2017, 13:54","17/01/2017, 11:23",16,24,24,4170,57,waiting for departure
3171,1061,2,17,304,142,"08/04/2015, 10:34","08/04/2015, 15:08",14,24,24,1929,9,canceled
3172,1477,6,39,325,235,"11/07/2015, 21:30","12/07/2015, 15:05",10,23,23,4882,18,waiting for departure
3173,1059,2,48,376,429,"17/02/2022, 1:39","17/02/2022, 17:15",17,25,25,4071,36,takeoff
3174,813,5,39,359,192,"15/04/2020, 6:10","15/04/2020, 15:43",24,22,22,3489,57,canceled
3175,1387,1,71,477,186,"04/10/2020, 13:26","04/10/2020, 15:37",11,23,23,2232,46,canceled
3176,1084,7,20,674,378,"30/05/2015, 12:03","30/05/2015, 19:25",21,24,24,1891,1,takeoff
3177,541,3,34,634,216,"17/09/2019, 22:20","18/09/2019, 16:05",6,25,25,4119,55,canceled
3178,735,8,71,956,151,"21/12/2017, 13:31","21/12/2017, 17:50",3,22,22,1586,10,arrived
3179,1588,7,29,694,127,"28/02/2018, 6:07","28/02/2018, 10:17",1,22,22,1315,23,takeoff
3180,1748,4,13,455,329,"12/10/2020, 22:06","13/10/2020, 9:10",24,25,25,4382,17,delayed
3181,951,8,92,705,483,"08/05/2021, 2:46","08/05/2021, 12:33",14,25,25,2220,25,canceled
3182,637,1,14,175,349,"21/02/2016, 12:28","22/02/2016, 4:14",20,22,22,3146,35,delayed
3183,1192,3,45,563,232,"07/10/2017, 20:51","08/10/2017, 7:35",2,23,23,4941,1,canceled
3184,476,1,94,621,283,"29/11/2015, 2:35","29/11/2015, 20:33",6,24,24,2057,28,delayed
3185,1011,2,1,604,301,"26/02/2021, 12:37","26/02/2021, 16:27",11,22,22,2626,24,canceled
3186,1454,1,22,699,168,"16/06/2017, 13:24","17/06/2017, 4:09",23,25,25,2940,38,waiting for departure
3187,1740,7,39,945,241,"23/12/2021, 18:45","24/12/2021, 10:56",1,25,25,1294,4,waiting for departure
3188,920,8,57,344,343,"25/12/2019, 11:28","26/12/2019, 10:57",22,24,24,1288,22,delayed
3189,1749,6,84,825,335,"03/01/2015, 22:09","04/01/2015, 5:09",5,22,22,2263,51,arrived
3190,731,1,24,837,133,"18/12/2018, 19:11","19/12/2018, 16:05",22,22,22,2545,20,canceled
3191,829,5,36,206,361,"28/12/2020, 4:20","29/12/2020, 4:17",3,25,25,866,46,waiting for departure
3192,284,4,78,969,304,"14/11/2021, 23:29","15/11/2021, 12:05",16,23,23,878,1,takeoff
3193,1938,1,8,886,101,"31/12/2017, 8:55","31/12/2017, 16:15",16,24,24,4338,60,takeoff
3194,13,6,6,798,162,"03/10/2018, 6:47","04/10/2018, 1:43",2,25,25,4814,47,delayed
3195,1702,2,29,229,185,"04/11/2019, 23:12","05/11/2019, 4:02",15,23,23,2011,21,delayed
3196,1455,6,60,519,181,"31/05/2016, 20:12","01/06/2016, 8:59",14,23,23,3614,51,canceled
3197,2,8,31,392,255,"14/08/2018, 8:03","14/08/2018, 21:21",10,23,23,4523,56,canceled
3198,112,4,87,231,265,"08/11/2018, 7:25","08/11/2018, 23:04",14,24,24,3267,11,canceled
3199,483,1,89,274,200,"29/07/2021, 12:58","30/07/2021, 2:54",8,23,23,3443,18,delayed
3200,2000,6,46,380,472,"13/07/2017, 3:02","13/07/2017, 16:52",23,22,22,4901,7,delayed
3201,1868,1,53,155,347,"03/11/2019, 7:23","03/11/2019, 15:55",24,23,23,2008,15,takeoff
3202,561,4,41,446,183,"06/11/2019, 23:56","07/11/2019, 13:03",24,22,22,2707,32,delayed
3203,286,7,77,913,485,"24/10/2022, 9:03","24/10/2022, 11:32",18,24,24,1810,37,arrived
3204,1088,8,44,694,439,"01/07/2020, 0:48","01/07/2020, 10:54",19,25,25,4109,36,arrived
3205,1957,8,67,169,278,"23/03/2021, 5:57","23/03/2021, 15:01",22,25,25,2724,32,waiting for departure
3206,1769,6,47,367,173,"21/05/2022, 5:36","22/05/2022, 1:22",11,25,25,390,60,waiting for departure
3207,434,7,80,240,389,"12/01/2019, 15:30","13/01/2019, 5:06",3,24,24,3946,38,waiting for departure
3208,1633,7,80,728,339,"24/12/2016, 23:52","25/12/2016, 21:23",11,23,23,1771,17,arrived
3209,527,6,43,534,290,"04/02/2022, 11:39","05/02/2022, 7:52",9,22,22,4794,20,arrived
3210,217,5,85,354,213,"20/08/2021, 23:53","21/08/2021, 13:06",3,24,24,2486,33,takeoff
3211,1137,8,69,577,281,"25/01/2019, 5:19","26/01/2019, 3:15",17,24,24,2352,10,arrived
3212,1013,1,100,128,119,"25/06/2019, 6:19","25/06/2019, 12:57",12,23,23,2983,5,arrived
3213,1957,8,20,655,181,"27/06/2019, 7:35","27/06/2019, 10:37",21,25,25,4948,25,waiting for departure
3214,880,1,19,293,161,"06/03/2021, 18:36","07/03/2021, 5:13",21,25,25,501,49,arrived
3215,2,2,67,304,193,"28/03/2016, 9:05","28/03/2016, 23:51",17,24,24,4408,15,waiting for departure
3216,783,3,73,601,172,"17/07/2017, 5:27","17/07/2017, 18:16",16,24,24,3349,12,arrived
3217,330,7,98,811,319,"19/05/2019, 6:56","20/05/2019, 1:31",6,22,22,1526,13,canceled
3218,1416,2,69,665,305,"26/07/2022, 11:57","26/07/2022, 23:53",18,23,23,1040,1,arrived
3219,1777,2,55,441,308,"28/06/2017, 23:38","29/06/2017, 13:14",6,23,23,1124,30,canceled
3220,1626,6,58,690,151,"20/07/2015, 10:48","20/07/2015, 20:53",6,24,24,4057,21,takeoff
3221,986,3,59,856,300,"16/10/2015, 12:22","17/10/2015, 1:40",18,24,24,3157,7,canceled
3222,1894,8,9,895,345,"03/01/2017, 10:06","04/01/2017, 3:29",19,24,24,4204,31,delayed
3223,442,3,22,417,334,"06/11/2022, 22:36","07/11/2022, 18:32",8,22,22,759,46,canceled
3224,107,7,66,606,407,"05/03/2015, 11:37","05/03/2015, 16:52",20,22,22,1677,44,waiting for departure
3225,369,5,1,632,171,"31/08/2021, 8:24","01/09/2021, 5:25",13,25,25,2650,23,arrived
3226,1668,1,19,145,417,"28/09/2018, 18:47","29/09/2018, 11:11",6,24,24,2724,57,arrived
3227,1915,3,26,941,268,"23/06/2022, 22:36","24/06/2022, 1:43",23,22,22,4559,45,delayed
3228,857,1,64,239,229,"01/01/2017, 5:31","01/01/2017, 9:53",1,24,24,2195,6,canceled
3229,707,4,46,631,191,"18/03/2018, 16:45","18/03/2018, 19:33",8,23,23,2340,19,takeoff
3230,30,2,59,139,413,"15/09/2019, 20:50","16/09/2019, 0:30",20,25,25,1630,27,arrived
3231,725,6,46,579,480,"17/09/2019, 21:55","18/09/2019, 14:13",15,24,24,4810,53,takeoff
3232,371,1,78,519,475,"15/07/2017, 6:48","16/07/2017, 5:11",16,22,22,1066,9,arrived
3233,1522,5,51,812,300,"04/03/2016, 9:10","04/03/2016, 18:01",22,25,25,3800,4,arrived
3234,565,8,13,887,205,"01/02/2017, 6:08","01/02/2017, 20:46",12,25,25,3282,26,canceled
3235,1291,3,20,506,500,"02/12/2017, 20:21","03/12/2017, 5:48",21,23,23,1620,42,canceled
3236,1550,2,47,906,497,"19/06/2020, 12:43","19/06/2020, 22:14",7,25,25,2868,28,takeoff
3237,814,4,52,920,432,"17/04/2019, 1:01","17/04/2019, 15:34",11,24,24,1064,58,takeoff
3238,1266,2,70,173,323,"24/04/2019, 14:42","25/04/2019, 2:33",19,23,23,1336,11,takeoff
3239,1141,5,24,934,389,"18/05/2020, 3:55","18/05/2020, 23:14",24,24,24,417,2,canceled
3240,745,7,9,943,211,"30/04/2017, 14:26","01/05/2017, 10:53",9,24,24,4600,58,arrived
3241,738,4,67,708,471,"08/01/2016, 18:56","09/01/2016, 18:27",23,25,25,1179,24,canceled
3242,493,5,88,942,337,"30/07/2017, 12:50","31/07/2017, 1:14",17,24,24,645,34,takeoff
3243,1278,8,1,317,163,"28/09/2016, 8:51","28/09/2016, 21:17",12,22,22,2135,26,delayed
3244,353,3,16,849,161,"06/09/2020, 16:38","06/09/2020, 19:59",7,23,23,1392,12,takeoff
3245,1509,2,53,141,306,"29/04/2015, 20:44","30/04/2015, 19:50",4,23,23,543,9,canceled
3246,495,3,58,712,385,"01/03/2022, 17:33","02/03/2022, 2:33",4,24,24,4073,27,takeoff
3247,141,8,92,804,333,"28/05/2018, 8:05","29/05/2018, 5:42",13,23,23,2973,34,delayed
3248,1241,3,38,487,100,"20/11/2016, 12:32","21/11/2016, 4:48",6,24,24,2962,55,takeoff
3249,513,4,34,362,417,"13/02/2021, 16:45","14/02/2021, 9:28",22,25,25,1923,25,arrived
3250,1883,3,2,263,343,"31/10/2017, 18:21","01/11/2017, 10:13",8,24,24,3734,59,waiting for departure
3251,268,5,88,762,426,"16/02/2019, 10:17","17/02/2019, 6:23",22,25,25,2025,55,delayed
3252,731,6,14,659,189,"06/11/2020, 7:50","06/11/2020, 9:50",13,22,22,308,4,takeoff
3253,361,3,42,245,117,"22/07/2021, 13:53","22/07/2021, 23:12",9,22,22,4171,13,waiting for departure
3254,1892,7,16,703,431,"26/11/2019, 17:09","26/11/2019, 22:31",24,22,22,3346,3,canceled
3255,1148,2,97,894,180,"28/11/2020, 22:42","29/11/2020, 6:16",24,25,25,3575,4,takeoff
3256,245,4,100,683,472,"17/12/2015, 16:36","18/12/2015, 10:17",1,24,24,3990,46,arrived
3257,389,8,91,640,463,"04/01/2022, 10:39","04/01/2022, 15:03",11,25,25,2632,7,canceled
3258,1264,2,43,935,283,"05/05/2018, 13:23","06/05/2018, 8:53",2,23,23,1024,29,canceled
3259,267,1,46,334,432,"16/08/2017, 7:39","16/08/2017, 21:17",16,22,22,3007,34,arrived
3260,952,7,45,786,170,"16/05/2019, 11:39","17/05/2019, 6:58",1,23,23,1074,31,canceled
3261,375,7,28,428,482,"12/07/2022, 12:46","12/07/2022, 18:28",20,23,23,3028,10,canceled
3262,1039,3,32,175,170,"13/11/2018, 13:39","14/11/2018, 13:00",16,23,23,1266,25,waiting for departure
3263,1783,8,49,254,415,"25/07/2020, 10:13","25/07/2020, 13:17",1,22,22,1994,20,takeoff
3264,630,1,72,133,296,"23/06/2015, 1:34","23/06/2015, 19:41",6,23,23,4486,45,takeoff
3265,287,6,60,141,416,"30/01/2021, 12:26","31/01/2021, 10:42",18,25,25,4067,9,takeoff
3266,1953,7,91,475,199,"19/03/2017, 19:38","20/03/2017, 12:02",15,24,24,2776,42,delayed
3267,1790,1,4,806,143,"20/12/2015, 7:08","21/12/2015, 5:47",4,25,25,1543,22,arrived
3268,823,3,15,322,340,"29/10/2015, 20:44","30/10/2015, 3:05",16,22,22,2196,56,waiting for departure
3269,1423,2,73,482,255,"02/10/2021, 18:11","03/10/2021, 7:39",23,23,23,4513,2,takeoff
3270,343,6,26,758,166,"03/05/2016, 16:08","04/05/2016, 4:07",23,24,24,3690,52,delayed
3271,1199,5,14,734,362,"31/08/2022, 23:14","01/09/2022, 7:26",14,24,24,2061,13,canceled
3272,947,4,84,747,447,"20/08/2016, 3:33","20/08/2016, 19:25",21,23,23,3376,29,delayed
3273,1329,1,21,296,325,"26/09/2018, 16:38","27/09/2018, 1:03",17,23,23,821,1,takeoff
3274,206,5,7,829,279,"05/04/2016, 12:55","06/04/2016, 4:19",3,23,23,2098,9,delayed
3275,4,6,57,167,498,"22/05/2019, 16:19","23/05/2019, 15:42",2,22,22,2168,53,takeoff
3276,876,8,95,183,390,"05/06/2018, 0:56","05/06/2018, 6:34",7,23,23,1836,37,delayed
3277,1186,6,55,979,112,"06/07/2022, 19:37","07/07/2022, 17:26",5,23,23,3005,42,waiting for departure
3278,450,1,27,845,120,"13/03/2019, 23:57","14/03/2019, 12:42",9,24,24,1577,5,waiting for departure
3279,499,2,87,842,167,"26/11/2019, 4:30","26/11/2019, 20:14",22,24,24,2250,58,waiting for departure
3280,712,4,36,343,399,"28/11/2019, 1:29","28/11/2019, 16:15",18,24,24,4726,58,takeoff
3281,690,7,3,208,423,"15/02/2021, 6:11","15/02/2021, 12:46",11,22,22,3023,30,canceled
3282,1306,7,69,253,352,"27/02/2017, 3:38","27/02/2017, 14:04",13,22,22,2082,12,canceled
3283,1264,1,39,501,389,"16/11/2017, 13:12","16/11/2017, 20:16",10,25,25,2817,43,takeoff
3284,1295,4,98,856,440,"29/07/2021, 7:10","29/07/2021, 13:28",15,22,22,3982,18,delayed
3285,649,6,38,386,107,"29/08/2021, 19:36","30/08/2021, 9:51",24,25,25,1923,8,waiting for departure
3286,382,8,32,625,309,"03/11/2016, 9:34","03/11/2016, 15:23",7,23,23,1184,38,takeoff
3287,1680,6,47,776,358,"12/10/2021, 9:14","13/10/2021, 2:54",2,22,22,3170,58,arrived
3288,909,5,97,696,157,"19/12/2020, 20:50","20/12/2020, 18:38",1,25,25,1374,25,delayed
3289,890,4,7,941,208,"01/06/2016, 6:04","02/06/2016, 2:32",21,22,22,771,57,arrived
3290,1457,6,41,305,439,"26/12/2020, 23:06","27/12/2020, 9:12",22,22,22,4243,54,takeoff
3291,736,7,41,783,187,"26/09/2020, 17:43","27/09/2020, 13:15",12,25,25,1831,19,delayed
3292,1447,7,93,227,478,"15/01/2021, 14:12","16/01/2021, 4:17",10,23,23,4021,60,waiting for departure
3293,162,5,1,417,345,"25/08/2019, 11:18","25/08/2019, 17:06",13,22,22,1968,42,delayed
3294,245,2,48,950,121,"14/06/2018, 15:44","15/06/2018, 12:41",15,22,22,3964,55,arrived
3295,350,6,94,308,405,"31/08/2021, 10:15","31/08/2021, 14:26",9,25,25,4471,4,arrived
3296,1098,3,73,461,278,"04/07/2015, 23:58","05/07/2015, 19:47",14,24,24,4327,11,waiting for departure
3297,1644,6,23,937,195,"10/10/2020, 0:45","10/10/2020, 13:13",1,22,22,3560,32,arrived
3298,1869,5,86,579,196,"09/11/2017, 8:43","09/11/2017, 16:33",5,22,22,4756,5,waiting for departure
3299,1602,7,3,767,392,"09/09/2015, 19:35","10/09/2015, 16:47",14,24,24,3666,26,canceled
3300,1610,1,46,324,107,"20/08/2016, 17:48","21/08/2016, 8:33",7,22,22,2774,18,canceled
3301,1900,5,35,716,328,"07/10/2016, 15:20","07/10/2016, 20:54",15,22,22,1895,6,takeoff
