ID,STATUS,ARRIVAL_COST,DEPARTURE_COST,ARRIVAL_DATE,DEPARTURE_DATE,AIRCRAFT_ID,ROUTE_ID,TOTAL_FUEL_COST
1209,DELAYED,71292,91853,12/07/2015,11/07/2015,187,1661,1339480
1210,WAITING FOR DEPARTURE,64367,87121,,,163,711,1167188
1211,WAITING FOR DEPARTURE,36030,39658,,,83,1006,1099221
1212,WAITING FOR DEPARTURE,58588,52962,,,103,1157,1015107
1213,ARRIVED,75790,95923,13/07/2019,13/07/2019,57,337,1000273
1214,CANCELLED,67437,51927,,,99,222,1282223
1215,DELAYED,73822,83855,17/10/2018,16/10/2018,97,1426,1651326
1216,TAKEOFF,82272,66334,26/12/2019,26/12/2019,56,1297,1398806
1217,TAKEOFF,86894,49574,26/12/2021,25/12/2021,19,888,1325805
1218,ARRIVED,79198,46410,23/01/2019,22/01/2019,156,1222,1008066
1219,DELAYED,59755,72200,04/08/2017,03/08/2017,80,22,1684273
1220,CANCELLED,46461,76175,,,142,36,1738535
1221,WAITING FOR DEPARTURE,55662,42197,,,10,978,1547829
1222,CANCELLED,65867,41187,,,25,1581,1155183
1223,CANCELLED,64455,78638,,,16,894,1886260
1224,WAITING FOR DEPARTURE,38819,91827,,,145,539,1849475
1225,TAKEOFF,88245,95346,16/03/2015,16/03/2015,78,1803,1768996
1226,DELAYED,78550,75042,27/08/2021,26/08/2021,89,1635,1538151
1227,WAITING FOR DEPARTURE,34779,32054,,,88,1095,1322375
1228,TAKEOFF,38141,72614,03/02/2021,02/02/2021,79,846,1208699
1229,CANCELLED,78747,46965,,,79,1000,1110391
1230,DELAYED,91799,38544,12/05/2021,11/05/2021,143,958,1200307
1231,WAITING FOR DEPARTURE,39199,81922,,,105,209,1127583
1232,TAKEOFF,61602,64937,29/07/2018,29/07/2018,56,1460,1824176
1233,DELAYED,30865,70137,26/10/2018,26/10/2018,10,826,1910943
1234,ARRIVED,84429,82552,09/05/2022,08/05/2022,12,387,1386058
1235,WAITING FOR DEPARTURE,39127,49965,,,61,135,1431099
1236,WAITING FOR DEPARTURE,96316,43755,,,102,492,1401326
1237,CANCELLED,39396,35840,,,135,1159,1368528
1238,CANCELLED,67721,72812,,,98,658,1524808
1239,WAITING FOR DEPARTURE,98295,65082,,,119,1291,1609689
1240,ARRIVED,55293,59326,10/07/2019,09/07/2019,158,651,1212658
1241,DELAYED,84142,99782,17/06/2015,17/06/2015,133,1597,1007682
1242,DELAYED,90257,54166,04/10/2020,03/10/2020,85,313,1146161
1243,CANCELLED,65245,64599,,,82,1806,1766770
1244,DELAYED,86965,89210,12/02/2015,11/02/2015,84,284,1819701
1245,WAITING FOR DEPARTURE,87014,48254,,,128,327,1621890
1246,ARRIVED,83520,49014,30/12/2018,29/12/2018,188,1846,1379659
1247,WAITING FOR DEPARTURE,66527,83697,,,162,570,1260149
1248,WAITING FOR DEPARTURE,45851,50139,,,89,1066,1490731
1249,WAITING FOR DEPARTURE,77916,35083,,,123,1670,1923669
1250,TAKEOFF,89172,39938,28/10/2021,28/10/2021,173,51,1486984
1251,ARRIVED,67722,75269,25/04/2019,24/04/2019,157,247,1229937
1252,TAKEOFF,59362,98838,25/03/2017,24/03/2017,118,1577,1038082
1253,TAKEOFF,39380,82812,19/11/2020,18/11/2020,2,1747,1233037
1254,CANCELLED,79725,70852,,,90,800,1069284
1255,ARRIVED,42326,51524,02/03/2018,02/03/2018,184,1653,1396114
1256,CANCELLED,90133,50653,,,37,1998,1148157
1257,DELAYED,76709,58193,05/07/2016,04/07/2016,15,1724,1087493
1258,WAITING FOR DEPARTURE,72640,81225,,,140,43,1526477
1259,CANCELLED,90468,55566,,,110,463,1676893
1260,WAITING FOR DEPARTURE,60330,38821,,,91,860,1519715
1261,WAITING FOR DEPARTURE,99285,30797,,,2,1984,1322109
1262,DELAYED,93522,59786,27/05/2016,27/05/2016,93,1,1450949
1263,WAITING FOR DEPARTURE,86429,83486,,,147,178,1616734
1264,DELAYED,48976,59845,09/04/2015,09/04/2015,131,1953,1784298
1265,WAITING FOR DEPARTURE,35656,42503,,,75,336,1858932
1266,TAKEOFF,44780,70218,10/12/2020,10/12/2020,24,1018,1244438
1267,WAITING FOR DEPARTURE,89682,76643,,,189,1153,1177855
1268,DELAYED,63856,96864,27/07/2015,26/07/2015,34,126,1070811
1269,TAKEOFF,34550,98518,23/02/2022,23/02/2022,139,742,1136889
1270,TAKEOFF,55795,61194,30/01/2017,29/01/2017,188,1851,1123908
1271,CANCELLED,51941,55234,,,56,933,1445560
1272,DELAYED,40506,62564,10/02/2018,09/02/2018,5,318,1987336
1273,CANCELLED,84493,50629,,,115,568,1678319
1274,CANCELLED,47492,36972,,,120,341,1996092
1275,TAKEOFF,37100,53859,21/04/2015,20/04/2015,9,867,1550070
1276,TAKEOFF,37176,40851,18/04/2018,17/04/2018,155,1623,1361297
1277,DELAYED,72168,46061,28/11/2021,27/11/2021,183,120,1008842
1278,TAKEOFF,66627,67645,02/02/2021,02/02/2021,98,320,1148848
1279,TAKEOFF,90106,42902,10/04/2021,09/04/2021,158,388,1932418
1280,TAKEOFF,46387,52213,08/10/2020,07/10/2020,98,1526,1268591
1281,TAKEOFF,43224,64152,26/06/2020,25/06/2020,179,1080,1706572
1282,WAITING FOR DEPARTURE,42386,41068,,,126,1262,1920851
1283,WAITING FOR DEPARTURE,75639,31348,,,133,1894,1764507
1284,DELAYED,95496,43758,05/03/2020,04/03/2020,79,116,1318228
1285,CANCELLED,90781,54610,,,180,1601,1157513
1286,WAITING FOR DEPARTURE,36854,86172,,,8,1534,1765256
1287,DELAYED,39998,97003,03/07/2022,02/07/2022,74,477,1493618
1288,DELAYED,87425,61134,25/11/2022,25/11/2022,163,1831,1044400
1289,DELAYED,79191,88837,17/09/2016,17/09/2016,20,562,1847382
1290,WAITING FOR DEPARTURE,91209,57836,,,21,294,1736822
1291,DELAYED,43103,62535,22/12/2021,21/12/2021,160,919,1183782
1292,CANCELLED,51731,31780,,,162,2097,1946814
1293,WAITING FOR DEPARTURE,60086,64834,,,13,331,1507952
1294,DELAYED,83592,63779,23/04/2019,23/04/2019,58,1194,1004879
1295,DELAYED,54452,65485,05/11/2021,05/11/2021,148,1586,1401772
1296,TAKEOFF,81848,70031,25/11/2015,25/11/2015,50,1112,1785422
1297,ARRIVED,55911,42684,25/08/2018,25/08/2018,91,73,1784385
1298,TAKEOFF,35142,49232,11/10/2017,11/10/2017,137,391,1311575
1299,ARRIVED,72976,62412,06/01/2015,05/01/2015,102,522,1612737
1300,CANCELLED,34216,82892,,,154,1814,1116995
1301,WAITING FOR DEPARTURE,34081,51767,,,152,194,1097617
1302,ARRIVED,54594,47404,26/07/2015,25/07/2015,177,1203,1693641
1303,DELAYED,60451,62465,21/03/2015,20/03/2015,160,710,1443695
1304,WAITING FOR DEPARTURE,81555,71374,,,14,1338,1906518
1305,WAITING FOR DEPARTURE,89020,55565,,,5,808,1746121
1306,CANCELLED,92303,74307,,,84,1372,1192666
1307,ARRIVED,42070,53179,15/06/2016,14/06/2016,6,1299,1818760
1308,ARRIVED,95047,91223,23/10/2021,22/10/2021,160,1168,1095797
1309,WAITING FOR DEPARTURE,40127,98347,,,74,1960,1573924
1310,DELAYED,88328,40179,01/11/2015,01/11/2015,129,916,1469294
1311,DELAYED,80687,94357,04/02/2016,04/02/2016,47,588,1613947
1312,ARRIVED,35638,58602,27/11/2015,27/11/2015,80,1541,1066563
1313,ARRIVED,59221,69772,10/05/2019,09/05/2019,60,150,1182750
1314,TAKEOFF,84896,35176,05/12/2015,05/12/2015,61,1131,1469407
1315,DELAYED,90835,39163,03/04/2022,02/04/2022,166,334,1278335
1316,ARRIVED,91045,79666,07/03/2019,07/03/2019,90,56,1118807
1317,ARRIVED,97651,41968,26/09/2018,26/09/2018,11,1654,1558764
1318,WAITING FOR DEPARTURE,86622,66010,,,32,1280,1340261
1319,WAITING FOR DEPARTURE,48179,55641,,,45,1964,1932872
1320,CANCELLED,74140,41274,,,108,228,1662955
1321,CANCELLED,50918,82018,,,83,1034,1897549
1322,CANCELLED,45584,37331,,,69,256,1819802
1323,CANCELLED,47479,31730,,,164,632,1268994
1324,DELAYED,38392,59701,26/11/2018,25/11/2018,180,1376,1670590
1325,TAKEOFF,75605,82984,25/04/2018,24/04/2018,48,1398,1715116
1326,TAKEOFF,86033,35502,09/04/2018,09/04/2018,174,782,1286650
1327,CANCELLED,44138,47691,,,130,1128,1502523
1328,ARRIVED,65315,50621,10/11/2019,10/11/2019,169,1250,1835070
1329,WAITING FOR DEPARTURE,94078,51449,,,113,1508,1553120
1330,TAKEOFF,40121,96637,31/08/2016,31/08/2016,2,175,1457924
1331,DELAYED,50741,79936,28/10/2021,27/10/2021,129,469,1611151
1332,CANCELLED,94113,61432,,,92,26,1143503
1333,DELAYED,50918,30824,26/07/2019,25/07/2019,182,859,1950722
1334,ARRIVED,62584,64458,02/12/2018,01/12/2018,84,1296,1625033
1335,DELAYED,59104,98053,08/05/2019,08/05/2019,53,593,1688586
1336,ARRIVED,46231,88624,03/07/2016,02/07/2016,46,1656,1485409
1337,CANCELLED,42627,77196,,,34,50,1134360
1338,CANCELLED,63278,77027,,,129,1343,1596741
1339,ARRIVED,72949,39911,22/08/2019,21/08/2019,92,1877,1839192
1340,ARRIVED,79192,85065,10/01/2021,10/01/2021,171,118,1556030
1341,DELAYED,59166,73760,15/11/2022,15/11/2022,40,1169,1233377
1342,TAKEOFF,47005,36295,05/12/2016,04/12/2016,158,540,1069739
1343,CANCELLED,90085,98943,,,40,1099,1589910
1344,CANCELLED,78031,73270,,,150,1247,1974778
1345,DELAYED,78509,56120,08/03/2017,07/03/2017,71,267,1931844
1346,TAKEOFF,74952,80388,19/05/2020,18/05/2020,71,670,1338866
1347,TAKEOFF,72990,51076,24/09/2015,23/09/2015,31,1008,1344675
1348,DELAYED,79000,74394,15/07/2020,15/07/2020,143,326,1177285
1349,CANCELLED,33530,46388,,,97,501,1374944
1350,TAKEOFF,82274,38599,18/07/2018,18/07/2018,23,175,1516325
1351,DELAYED,79251,44809,19/07/2022,19/07/2022,102,843,1654515
1352,TAKEOFF,94635,88461,09/08/2018,09/08/2018,21,1836,1715181
1353,DELAYED,64726,56379,17/04/2020,17/04/2020,12,57,1659739
1354,WAITING FOR DEPARTURE,82320,47719,,,103,326,1229090
1355,CANCELLED,79384,85022,,,107,1175,1907283
1356,WAITING FOR DEPARTURE,35595,82690,,,11,1941,1082299
1357,WAITING FOR DEPARTURE,35676,33534,,,81,281,1500830
1358,DELAYED,48356,85454,09/11/2021,08/11/2021,159,652,1426463
1359,DELAYED,90214,58467,27/02/2018,27/02/2018,18,1916,1226362
1360,CANCELLED,50199,92956,,,5,229,1762548
1361,CANCELLED,73291,75396,,,151,2059,1286661
1362,DELAYED,78784,39633,20/12/2015,19/12/2015,127,20,1821047
1363,DELAYED,47210,39793,15/09/2017,15/09/2017,116,1344,1505303
1364,DELAYED,71030,57298,03/10/2022,02/10/2022,145,961,1125147
1365,CANCELLED,87026,92781,,,110,964,1285189
1366,ARRIVED,78538,36373,15/01/2019,14/01/2019,51,1756,1257118
1367,WAITING FOR DEPARTURE,92644,40397,,,97,1761,1188936
1368,ARRIVED,36159,42814,22/05/2020,21/05/2020,96,923,1622461
1369,WAITING FOR DEPARTURE,69752,43163,,,49,1915,1472594
1370,WAITING FOR DEPARTURE,43845,58161,,,84,29,1192664
1371,CANCELLED,31687,60260,,,1,871,1019980
1372,TAKEOFF,51853,30696,08/06/2017,08/06/2017,39,1156,1553681
1373,DELAYED,90645,72943,12/11/2016,11/11/2016,152,1372,1435509
1374,WAITING FOR DEPARTURE,51830,35348,,,161,807,1138908
1375,WAITING FOR DEPARTURE,57233,31611,,,168,559,1185087
1376,DELAYED,46778,61252,27/05/2020,27/05/2020,159,723,1631391
1377,TAKEOFF,47810,32178,09/01/2018,08/01/2018,115,95,1836006
1378,TAKEOFF,73236,32502,23/12/2021,22/12/2021,134,559,1967043
1379,ARRIVED,79966,55373,22/09/2020,21/09/2020,34,1726,1449486
1380,WAITING FOR DEPARTURE,85551,75779,,,99,496,1220552
1381,CANCELLED,98467,65189,,,133,385,1635401
1382,TAKEOFF,72859,40136,07/02/2017,06/02/2017,58,968,1473521
1383,CANCELLED,62593,74865,,,40,1005,1761723
1384,TAKEOFF,71169,60452,24/03/2015,23/03/2015,57,695,1676019
1385,CANCELLED,91966,79682,,,88,679,1786289
1386,CANCELLED,96467,44115,,,105,918,1731122
1387,DELAYED,84638,57701,29/04/2017,29/04/2017,93,246,1814051
1388,WAITING FOR DEPARTURE,84869,83867,,,108,1360,1981655
1389,TAKEOFF,69199,38875,30/11/2022,30/11/2022,108,212,1785462
1390,DELAYED,56494,68579,15/05/2022,14/05/2022,90,87,1693265
1391,ARRIVED,82404,93796,19/12/2015,18/12/2015,11,806,1698817
1392,CANCELLED,80304,73536,,,96,916,1416478
1393,TAKEOFF,38068,57053,12/09/2016,12/09/2016,47,953,1303277
1394,CANCELLED,40679,73184,,,37,486,1828708
1395,ARRIVED,36165,51850,12/03/2016,12/03/2016,41,703,1803402
1396,WAITING FOR DEPARTURE,51741,64078,,,71,2106,1857198
1397,DELAYED,30424,54337,21/07/2017,20/07/2017,177,1904,1991414
1398,DELAYED,90997,76096,19/11/2022,19/11/2022,86,470,1862256
1399,WAITING FOR DEPARTURE,70789,88022,,,182,276,1313482
1400,WAITING FOR DEPARTURE,82630,78932,,,22,59,1320075
1401,WAITING FOR DEPARTURE,90925,84182,,,125,1251,1353648
1402,ARRIVED,92370,56897,20/10/2018,20/10/2018,169,1281,1165238
1403,ARRIVED,84524,45737,28/10/2019,28/10/2019,45,1624,1601811
1404,CANCELLED,62931,59322,,,1,1713,1503785
1405,CANCELLED,53971,57759,,,71,1940,1437148
1406,TAKEOFF,41953,35496,27/09/2020,26/09/2020,126,2052,1321155
1407,ARRIVED,79836,87616,16/03/2017,15/03/2017,102,530,1005600
1408,WAITING FOR DEPARTURE,37111,96697,,,149,773,1968274
1409,CANCELLED,30912,52000,,,100,1186,1393779
1410,DELAYED,42571,88794,14/03/2017,14/03/2017,111,727,1200944
1411,DELAYED,94995,77005,09/11/2021,08/11/2021,26,1279,1273173
1412,TAKEOFF,83777,62249,08/03/2018,07/03/2018,83,923,1596585
1413,WAITING FOR DEPARTURE,78488,58343,,,64,1926,1817082
1414,WAITING FOR DEPARTURE,88315,40170,,,91,702,1695807
1415,DELAYED,57027,49143,04/12/2021,03/12/2021,68,571,1551644
1416,WAITING FOR DEPARTURE,79496,84898,,,10,531,1867502
1417,ARRIVED,75756,55467,09/11/2020,08/11/2020,73,646,1354763
1418,CANCELLED,48159,87829,,,98,1128,1726790
1419,CANCELLED,30832,71839,,,189,1499,1803747
1420,WAITING FOR DEPARTURE,56283,68121,,,112,1478,1762892
1421,DELAYED,39307,43317,12/10/2020,12/10/2020,37,1395,1951247
1422,WAITING FOR DEPARTURE,44563,71197,,,15,685,1412026
1423,DELAYED,85897,32081,29/06/2016,28/06/2016,162,1641,1362695
1424,WAITING FOR DEPARTURE,75198,39059,,,175,2011,1386975
1425,DELAYED,52483,39493,29/03/2018,29/03/2018,70,787,1400672
1426,CANCELLED,90188,50958,,,153,329,1267145
1427,TAKEOFF,74473,67825,11/08/2015,11/08/2015,160,553,1087077
1428,TAKEOFF,62397,38399,08/02/2020,08/02/2020,48,1287,1954679
1429,WAITING FOR DEPARTURE,73959,46037,,,116,345,1810078
1430,ARRIVED,32948,39733,24/01/2021,23/01/2021,27,1297,1868274
1431,CANCELLED,56271,83207,,,75,820,1974878
1432,DELAYED,82101,65086,27/06/2018,26/06/2018,130,1041,1201399
1433,TAKEOFF,85696,73045,09/06/2022,08/06/2022,139,1060,1591614
1434,CANCELLED,77734,57466,,,61,602,1089876
1435,ARRIVED,51150,60915,14/11/2016,13/11/2016,174,392,1613815
1436,DELAYED,68093,48247,16/08/2017,15/08/2017,150,185,1388803
1437,WAITING FOR DEPARTURE,45675,83313,,,136,1496,1925089
1438,TAKEOFF,93223,48623,09/10/2017,09/10/2017,37,1523,1328055
1439,TAKEOFF,96637,76196,26/09/2022,25/09/2022,165,1002,1314751
1440,ARRIVED,41859,74078,06/06/2015,06/06/2015,173,880,1102350
1441,CANCELLED,89981,33502,,,18,1313,1437160
1442,ARRIVED,62686,35316,22/09/2018,21/09/2018,26,354,1786130
1443,CANCELLED,80934,82125,,,154,1571,1803843
1444,WAITING FOR DEPARTURE,63827,48242,,,171,168,1439176
1445,DELAYED,68166,60389,20/03/2022,19/03/2022,59,567,1682008
1446,TAKEOFF,75102,84038,21/06/2020,21/06/2020,134,707,1494088
1447,ARRIVED,45628,85798,25/09/2019,25/09/2019,65,847,1450425
1448,TAKEOFF,43474,63908,27/06/2018,27/06/2018,168,539,1296432
1449,TAKEOFF,66449,48110,07/03/2018,06/03/2018,29,133,1095208
1450,ARRIVED,63064,30213,19/05/2015,19/05/2015,124,48,1333574
1451,ARRIVED,39176,76510,28/02/2021,28/02/2021,176,37,1769163
1452,TAKEOFF,47714,59769,25/03/2020,25/03/2020,140,70,1324448
1453,CANCELLED,49820,54274,,,114,1554,1468473
1454,ARRIVED,57274,38805,31/12/2015,30/12/2015,118,47,1462527
1455,WAITING FOR DEPARTURE,89466,85711,,,133,1700,1414832
1456,WAITING FOR DEPARTURE,96786,96469,,,182,292,1376145
1457,WAITING FOR DEPARTURE,54632,40392,,,77,1735,1803784
1458,TAKEOFF,84152,41028,11/09/2019,11/09/2019,154,7,1509443
1459,ARRIVED,68201,42797,02/10/2018,01/10/2018,13,1643,1723480
1460,WAITING FOR DEPARTURE,91532,37174,,,20,277,1564649
1461,ARRIVED,47100,70930,31/07/2019,30/07/2019,15,929,1490116
1462,WAITING FOR DEPARTURE,42753,96876,,,133,267,1570877
1463,ARRIVED,98391,39940,22/02/2020,21/02/2020,73,892,1840968
1464,TAKEOFF,50744,72190,11/09/2016,10/09/2016,152,574,1979949
1465,TAKEOFF,92200,51751,21/10/2017,21/10/2017,84,2006,1962569
1466,DELAYED,68279,58435,08/06/2020,08/06/2020,83,929,1958559
1467,DELAYED,48672,68693,04/06/2020,04/06/2020,81,627,1332567
1468,CANCELLED,80150,79994,,,8,470,1787192
1469,TAKEOFF,98462,42637,15/12/2016,14/12/2016,98,828,1567489
1470,TAKEOFF,98997,34262,04/09/2018,03/09/2018,13,776,1411933
1471,ARRIVED,50701,36847,12/08/2019,12/08/2019,165,233,1857699
1472,TAKEOFF,59649,69040,26/10/2016,26/10/2016,4,1427,1215769
1473,ARRIVED,45426,51436,04/05/2017,03/05/2017,119,1558,1031077
1474,ARRIVED,61077,37044,17/04/2021,16/04/2021,26,782,1113901
1475,ARRIVED,57538,72323,01/11/2021,01/11/2021,48,1725,1903856
1476,TAKEOFF,36225,39829,19/03/2020,18/03/2020,2,199,1663015
1477,CANCELLED,54468,86634,,,56,2016,1499545
1478,DELAYED,50414,34679,09/08/2022,09/08/2022,124,1256,1363447
1479,WAITING FOR DEPARTURE,79437,41882,,,125,167,1239768
1480,TAKEOFF,35165,46833,09/06/2016,08/06/2016,61,1361,1041653
1481,WAITING FOR DEPARTURE,79640,43953,,,103,137,1507295
1482,ARRIVED,64683,43938,26/03/2021,25/03/2021,117,1579,1264293
1483,ARRIVED,33526,84110,03/10/2016,03/10/2016,61,1725,1220904
1484,CANCELLED,87065,55067,,,21,1168,1788711
1485,CANCELLED,96347,74405,,,189,1662,1183260
1486,TAKEOFF,58526,47642,28/04/2016,27/04/2016,121,1536,1817455
1487,WAITING FOR DEPARTURE,65955,84753,,,141,1920,1149063
1488,TAKEOFF,37586,66727,30/09/2018,30/09/2018,104,19,1294707
1489,ARRIVED,60935,42429,25/04/2017,24/04/2017,96,631,1935739
1490,ARRIVED,88514,97678,26/11/2016,25/11/2016,5,1996,1934845
1491,ARRIVED,65193,87284,31/01/2015,31/01/2015,82,3,1817075
1492,ARRIVED,79860,99610,23/04/2018,23/04/2018,84,1292,1980209
1493,WAITING FOR DEPARTURE,50953,97178,,,48,568,1722746
1494,CANCELLED,31895,78748,,,174,606,1490841
1495,WAITING FOR DEPARTURE,36588,72912,,,120,1018,1815375
1496,ARRIVED,76040,50305,19/04/2021,18/04/2021,34,946,1606688
1497,TAKEOFF,97609,50517,22/03/2022,22/03/2022,89,1595,1671012
1498,WAITING FOR DEPARTURE,75425,82371,,,100,451,1676757
1499,TAKEOFF,88408,70615,14/02/2021,13/02/2021,52,1566,1101983
1500,CANCELLED,53340,33355,,,130,111,1745061
1501,TAKEOFF,45876,83223,07/09/2021,07/09/2021,161,301,1501354
1502,WAITING FOR DEPARTURE,44414,59371,,,5,64,1535697
1503,DELAYED,93481,80010,13/11/2020,13/11/2020,166,1839,1223016
1504,CANCELLED,74091,73859,,,188,1398,1151337
1505,TAKEOFF,79351,59941,22/05/2020,22/05/2020,120,180,1866918
1506,TAKEOFF,76258,84998,18/06/2022,18/06/2022,189,1326,1804645
1507,CANCELLED,91995,49199,,,12,141,1833694
1508,DELAYED,97274,93635,06/02/2019,06/02/2019,58,1748,1798877
1509,ARRIVED,32470,45930,12/05/2019,12/05/2019,147,1552,1043827
1510,ARRIVED,37074,38922,03/10/2015,03/10/2015,102,500,1353727
1511,TAKEOFF,88136,43892,13/02/2021,13/02/2021,4,725,1902477
1512,TAKEOFF,89344,94408,16/06/2022,15/06/2022,156,392,1928965
1513,CANCELLED,66307,86037,,,49,2018,1745231
1514,CANCELLED,91809,71595,,,172,552,1014844
1515,TAKEOFF,47031,30545,08/05/2022,08/05/2022,148,954,1349166
1516,ARRIVED,44131,41534,30/04/2019,29/04/2019,181,1116,1043015
1517,WAITING FOR DEPARTURE,51419,92752,,,159,799,1715359
1518,DELAYED,87980,56165,20/03/2017,20/03/2017,88,77,1785200
1519,CANCELLED,84465,96741,,,188,1866,1282364
1520,DELAYED,84963,86292,24/08/2017,23/08/2017,140,508,1110102
1521,DELAYED,48249,75885,23/03/2022,22/03/2022,46,219,1589072
1522,ARRIVED,59282,60994,08/11/2017,07/11/2017,164,1272,1745844
1523,ARRIVED,75269,78379,15/10/2018,15/10/2018,29,260,1212007
1524,WAITING FOR DEPARTURE,64175,73519,,,97,182,1414963
1525,ARRIVED,61239,91127,03/06/2020,02/06/2020,77,1128,1182735
1526,DELAYED,54010,97577,15/12/2020,15/12/2020,78,638,1542170
1527,CANCELLED,75406,34607,,,30,727,1239725
1528,CANCELLED,49563,85476,,,87,269,1765400
1529,WAITING FOR DEPARTURE,61941,44783,,,67,1303,1968746
1530,ARRIVED,49038,86625,29/08/2015,29/08/2015,100,1660,1008356
1531,WAITING FOR DEPARTURE,85464,92052,,,123,1092,1957753
1532,DELAYED,50043,88348,21/07/2015,21/07/2015,102,818,1467531
1533,TAKEOFF,90210,31051,16/10/2020,15/10/2020,140,2059,1203015
1534,TAKEOFF,74079,41753,04/11/2018,04/11/2018,164,830,1833437
1535,ARRIVED,99142,49789,19/04/2018,18/04/2018,124,202,1366721
1536,CANCELLED,79606,65279,,,12,641,1761711
1537,ARRIVED,98540,49904,12/08/2016,11/08/2016,152,1231,1695888
1538,CANCELLED,67982,83071,,,4,1535,1205655
1539,ARRIVED,94344,83790,07/12/2017,07/12/2017,17,1287,1313052
1540,TAKEOFF,99915,86632,28/08/2021,27/08/2021,60,1208,1629570
1541,CANCELLED,45658,61374,,,114,922,1317712
1542,CANCELLED,68739,89830,,,53,1804,1148542
1543,DELAYED,33399,89379,02/05/2022,02/05/2022,125,200,1793056
1544,CANCELLED,61625,39056,,,96,1575,1497334
1545,DELAYED,61673,74169,20/09/2018,19/09/2018,86,152,1710292
1546,DELAYED,82695,80203,23/04/2020,22/04/2020,176,1704,1981131
1547,TAKEOFF,53039,55806,26/02/2018,25/02/2018,124,1152,1677593
1548,TAKEOFF,81137,40412,20/05/2020,19/05/2020,38,420,1236681
1549,DELAYED,58986,61131,14/10/2016,13/10/2016,185,1052,1018487
1550,DELAYED,96691,34318,10/01/2018,09/01/2018,28,1658,1510343
1551,DELAYED,42306,84980,26/06/2015,25/06/2015,94,1554,1308774
1552,ARRIVED,99781,85077,20/12/2018,19/12/2018,133,1618,1723995
1553,ARRIVED,93250,74444,03/07/2022,02/07/2022,180,1675,1027213
1554,ARRIVED,50846,75556,21/05/2020,20/05/2020,35,1783,1049247
1555,WAITING FOR DEPARTURE,69829,73027,,,109,66,1964130
1556,ARRIVED,99588,43251,18/11/2022,17/11/2022,113,609,1704926
1557,CANCELLED,48703,97307,,,139,936,1834194
1558,TAKEOFF,33872,59160,21/11/2016,21/11/2016,156,149,1710806
1559,WAITING FOR DEPARTURE,49483,37357,,,66,1443,1057339
1560,WAITING FOR DEPARTURE,51930,82784,,,74,675,1357470
1561,ARRIVED,95533,65903,19/02/2018,18/02/2018,135,1121,1547154
1562,CANCELLED,97000,70362,,,174,1486,1103404
1563,ARRIVED,31951,87164,12/03/2020,12/03/2020,174,1395,1285052
1564,WAITING FOR DEPARTURE,84344,80509,,,139,1594,1195117
1565,CANCELLED,69598,85193,,,18,1496,1011282
1566,TAKEOFF,50657,42018,30/11/2022,30/11/2022,163,1448,1449283
1567,TAKEOFF,36532,93193,22/05/2022,22/05/2022,167,1924,1945716
1568,DELAYED,98830,30256,27/07/2021,27/07/2021,117,1756,1989777
1569,ARRIVED,34131,89913,16/05/2015,16/05/2015,111,102,1759789
1570,WAITING FOR DEPARTURE,63341,43282,,,12,1313,1504970
1571,CANCELLED,74351,70810,,,71,1321,1516175
1572,CANCELLED,42437,86987,,,84,1300,1264623
1573,WAITING FOR DEPARTURE,53391,76943,,,70,1890,1160162
1574,CANCELLED,83764,80701,,,172,1003,1783323
1575,CANCELLED,96130,90947,,,23,1215,1240543
1576,DELAYED,82344,74066,23/03/2018,23/03/2018,130,1522,1510744
1577,WAITING FOR DEPARTURE,87940,35952,,,96,1851,1132299
1578,DELAYED,34541,97440,06/06/2019,05/06/2019,164,2107,1080783
1579,TAKEOFF,40222,62090,07/04/2019,07/04/2019,25,1452,1558093
1580,DELAYED,55896,60227,29/06/2019,28/06/2019,79,782,1513645
1581,TAKEOFF,68956,59320,03/05/2022,03/05/2022,39,442,1230227
1582,ARRIVED,44570,61133,26/05/2020,26/05/2020,51,663,1178149
1583,TAKEOFF,91557,79358,01/07/2021,30/06/2021,185,1812,1935074
1584,TAKEOFF,66748,82553,21/09/2021,20/09/2021,176,1939,1388690
1585,DELAYED,59941,41236,22/02/2022,22/02/2022,71,1215,1770872
1586,WAITING FOR DEPARTURE,44239,85715,,,104,1972,1557297
1587,TAKEOFF,49193,35092,02/02/2019,01/02/2019,76,1582,1734202
1588,DELAYED,59121,44181,27/02/2021,26/02/2021,48,1096,1178398
1589,TAKEOFF,86097,49963,06/03/2015,05/03/2015,38,1357,1111882
1590,ARRIVED,32959,43355,21/05/2016,20/05/2016,185,167,1964194
1591,DELAYED,85439,86326,14/08/2018,13/08/2018,176,125,1708689
1592,WAITING FOR DEPARTURE,89050,80805,,,103,408,1957656
1593,WAITING FOR DEPARTURE,37360,56233,,,186,1467,1427604
1594,CANCELLED,53645,65967,,,144,1100,1733386
1595,CANCELLED,51135,46232,,,62,1312,1264358
1596,CANCELLED,47067,67723,,,82,1595,1416724
1597,ARRIVED,79797,45966,08/11/2022,07/11/2022,75,321,1375541
1598,TAKEOFF,43292,61047,16/03/2015,15/03/2015,171,522,1505227
1599,CANCELLED,45172,39298,,,111,1952,1574701
1600,DELAYED,53458,97999,03/03/2021,03/03/2021,156,2070,1588533
1601,ARRIVED,53927,52088,08/08/2020,07/08/2020,151,682,1419018
1602,WAITING FOR DEPARTURE,91873,37746,,,122,997,1041746
1603,DELAYED,46717,71263,02/01/2015,02/01/2015,157,1582,1585176
